# 3:1 4:1 3:2 
0 -0.013574125 0.5146108 -0.029252175 
1 -0.013632061 0.51437265 -0.029297773 
2 -0.013708236 0.5143072 -0.029333714 
3 -0.013843419 0.5148163 -0.029282752 
4 -0.013710918 0.515151 -0.029258076 
5 -0.013644936 0.51514137 -0.029369656 
6 -0.013740422 0.51470417 -0.029468361 
7 -0.013826789 0.51441985 -0.029547755 
8 -0.013945879 0.5144161 -0.029491428 
9 -0.01381016 0.5144601 -0.029490892 
10 -0.013604166 0.51495147 -0.029228035 
11 -0.013423922 0.51534414 -0.028898124 
12 -0.013661029 0.5146264 -0.029350344 
13 -0.014052631 0.5141817 -0.029729608 
14 -0.013809623 0.5148506 -0.02947319 
15 -0.013736131 0.51482433 -0.029518787 
16 -0.0139496345 0.5138936 -0.030013386 
17 -0.014166893 0.5138668 -0.030283216 
18 -0.014149191 0.514356 -0.029913608 
19 -0.013796212 0.5149123 -0.029489283 
20 -0.013582172 0.515077 -0.02917761 
21 -0.0134748835 0.5151199 -0.029136304 
22 -0.013721647 0.5148517 -0.029329423 
23 -0.014012398 0.51400304 -0.029646996 
24 -0.013844492 0.5139762 -0.029674355 
25 -0.013747396 0.51405346 -0.02953327 
26 -0.013714673 0.51360714 -0.029541317 
27 -0.013782265 0.51383406 -0.029377703 
28 -0.013812305 0.5137332 -0.02922589 
29 -0.01380855 0.51327723 -0.029510204 
30 -0.013794066 0.5136946 -0.029556338 
31 -0.0137286205 0.5141559 -0.029541854 
32 -0.013834836 0.5141924 -0.029454414 
33 -0.013917984 0.514135 -0.029475871 
34 -0.013911011 0.51418275 -0.029623393 
35 -0.01387185 0.5142509 -0.029667918 
36 -0.013752224 0.5145019 -0.029662553 
37 -0.013891162 0.5147047 -0.029569749 
38 -0.013900282 0.5146838 -0.02953488 
39 -0.013750615 0.51462156 -0.029406134 
40 -0.01362616 0.5148812 -0.0292393 
41 -0.013399245 0.51554155 -0.028965715 
42 -0.013684096 0.5154182 -0.02913523 
43 -0.014023127 0.51420045 -0.029829923 
44 -0.014027419 0.514069 -0.029914144 
45 -0.013875606 0.5143973 -0.02977306 
46 -0.013736667 0.5145014 -0.029612128 
47 -0.013961973 0.51441664 -0.029567067 
48 -0.014020981 0.5142482 -0.029628757 
49 -0.013909401 0.51421547 -0.029482309 
50 -0.013871314 0.5140154 -0.02962071 
51 -0.0138621945 0.51408994 -0.029618029 
52 -0.01401508 0.5140406 -0.029609445 
53 -0.01405585 0.5139698 -0.029665772 
54 -0.014056923 0.51410496 -0.029662017 
55 -0.0139265675 0.51431364 -0.029639486 
56 -0.013902428 0.51437855 -0.029626075 
57 -0.013997914 0.5144842 -0.029458705 
58 -0.013975384 0.5143013 -0.02939326 
59 -0.014045121 0.51414305 -0.029576723 
60 -0.013933541 0.51426697 -0.02967221 
61 -0.013900818 0.51469666 -0.02961642 
62 -0.014043512 0.51475245 -0.029579941 
63 -0.01400757 0.51473635 -0.029489283 
64 -0.0139957685 0.51470685 -0.029472116 
65 -0.013801577 0.5147299 -0.029482309 
66 -0.013756515 0.5149547 -0.029355172 
67 -0.013874533 0.5149209 -0.029332105 
68 -0.013853075 0.51502174 -0.029222135 
69 -0.013937833 0.5147471 -0.029306356 
70 -0.01382518 0.5145529 -0.029439393 
71 -0.013799967 0.51454914 -0.029262368 
72 -0.013994159 0.51414037 -0.029405598 
73 -0.014118077 0.5139993 -0.029425982 
74 -0.014063897 0.5144939 -0.029253248 
75 -0.013907256 0.51462424 -0.02931172 
76 -0.014015617 0.5144231 -0.029373948 
77 -0.014026346 0.51432866 -0.029309575 
78 -0.014077308 0.5145475 -0.029253248 
79 -0.014090719 0.51490426 -0.029279534 
80 -0.013887944 0.5151108 -0.029333178 
81 -0.013970556 0.51493806 -0.029434029 
82 -0.014004352 0.51521915 -0.029306356 
83 -0.014089109 0.5153935 -0.029193703 
84 -0.0140649695 0.51514834 -0.02926505 
85 -0.01389599 0.5151038 -0.02920926 
86 -0.013992013 0.5152288 -0.029105727 
87 -0.014120223 0.5148919 -0.02928919 
88 -0.014324607 0.51459473 -0.029419545 
89 -0.014213564 0.5145572 -0.029373411 
90 -0.014055314 0.5147412 -0.029370192 
91 -0.0139957685 0.51523954 -0.029073004 
92 -0.014028491 0.5148919 -0.02906013 
93 -0.014250042 0.51431847 -0.029267732 
94 -0.0141159315 0.51451427 -0.029244665 
95 -0.0139313955 0.51484096 -0.029149178 
96 -0.013909938 0.5150153 -0.029012922 
97 -0.014001669 0.5146704 -0.029176 
98 -0.014160456 0.51424015 -0.029195312 
99 -0.014079453 0.5145352 -0.029277388 
100 -0.014001669 0.5146323 -0.029430274 
101 -0.014011325 0.5146709 -0.029488746 
102 -0.013980748 0.51462156 -0.029318158 
103 -0.0141803045 0.5147235 -0.029182438 
104 -0.013997914 0.5149075 -0.029195312 
105 -0.013833763 0.51500887 -0.029247884 
106 -0.013930859 0.5148619 -0.029237155 
107 -0.014078381 0.5147433 -0.029156152 
108 -0.014130952 0.515011 -0.029118601 
109 -0.013904573 0.51495147 -0.02912343 
110 -0.0137468595 0.5148919 -0.029141132 
111 -0.013712527 0.5149847 -0.029111091 
112 -0.01390511 0.514996 -0.029085342 
113 -0.014034392 0.51511294 -0.029038135 
114 -0.013881506 0.5151446 -0.029065493 
115 -0.013858439 0.5151628 -0.028965179 
116 -0.013775291 0.5153093 -0.028737728 
117 -0.013922276 0.5154391 -0.028676037 
118 -0.014107885 0.5153211 -0.028777424 
119 -0.014125051 0.51479965 -0.0291068 
120 -0.014053168 0.5148388 -0.029056374 
121 -0.013877215 0.5149944 -0.028985027 
122 -0.013958754 0.51514673 -0.028925482 
123 -0.0139909405 0.5153023 -0.02891368 
124 -0.0138402 0.5155544 -0.028919045 
125 -0.013834836 0.51521486 -0.028973762 
126 -0.013863804 0.5147133 -0.029165808 
127 -0.014048876 0.5147299 -0.029103044 
128 -0.014106812 0.51478624 -0.029032234 
129 -0.013928177 0.5150947 -0.02888954 
130 -0.013865413 0.5151553 -0.02882946 
131 -0.013988795 0.514628 -0.02914596 
132 -0.0142446775 0.5144719 -0.029144887 
133 -0.014275791 0.5149268 -0.02903599 
134 -0.014154555 0.51533663 -0.028988782 
135 -0.01410252 0.51530445 -0.029059593 
136 -0.014070334 0.5150443 -0.02924091 
137 -0.01424575 0.515099 -0.029167417 
138 -0.014356257 0.515335 -0.02919102 
139 -0.0142956395 0.5154407 -0.029079977 
140 -0.014108958 0.5153699 -0.028936211 
141 -0.014082672 0.5153629 -0.02898449 
142 -0.014211955 0.51570034 -0.028888468 
143 -0.01426238 0.51573735 -0.028899197 
144 -0.014385225 0.5152932 -0.02902526 
145 -0.0143503565 0.5152004 -0.02917922 
146 -0.014304223 0.5154246 -0.02910358 
