0	-0.153640169646408
1	-0.153606373808724
2	-0.15295459693910401
3	-0.152656335260496
4	-0.153088170964236
5	-0.153766233485388
6	-0.153700787577492
7	-0.152873057775168
8	-0.152398306721988
9	-0.153010923335244
10	-0.15384616332372
11	-0.15369595960068
12	-0.152795810146176
13	-0.152306038720692
14	-0.152899879868568
15	-0.153677720577168
16	-0.15361549332048
17	-0.152725536261468
18	-0.152401525373196
19	-0.153238911129144
20	-0.15413852414178
21	-0.154003877232912
22	-0.152838725495616
23	-0.152147788369632
24	-0.152626294515888
25	-0.153547365203244
26	-0.153532881272808
27	-0.152638096236984
28	-0.152079123810528
29	-0.152753967680472
30	-0.15363158657652
31	-0.153480846411612
32	-0.152569968119748
33	-0.152157444323256
34	-0.152909535822192
35	-0.153793055578788
36	-0.153651434925636
37	-0.152724463377732
38	-0.152152079904576
39	-0.15275718633168
40	-0.153653580693108
41	-0.153624612832236
42	-0.152745921052452
43	-0.15224488434774
44	-0.152766305843436
45	-0.153507132063144
46	-0.153473872667328
47	-0.15293152993878
48	-0.152503449328116
49	-0.152610201259848
50	-0.153404671666356
51	-0.153444904806456
52	-0.152598399538752
53	-0.152095217066568
54	-0.152723390493996
55	-0.153692204507604
56	-0.153788227601976
57	-0.152976591055692
58	-0.152294773441464
59	-0.15285374586792
60	-0.153688985856396
61	-0.153565067784888
62	-0.152753967680472
63	-0.152314085348712
64	-0.152973908846352
65	-0.153818804788452
66	-0.153743702926932
67	-0.152992684311732
68	-0.152543146026348
69	-0.153158981290812
70	-0.15405805786158
71	-0.154049474791692
72	-0.153163272825756
73	-0.152617175004132
74	-0.153196532221572
75	-0.154034454419388
76	-0.153905708371068
77	-0.152889687473076
78	-0.152250785208288
79	-0.152849454332976
80	-0.153651434925636
81	-0.153451342108872
82	-0.15254797400316
83	-0.152135450206668
84	-0.15283336107693601
85	-0.153729218996496
86	-0.153456170085684
87	-0.152370411744852
88	-0.151859719086516
89	-0.152428347466596
90	-0.15322657296618
91	-0.153200287314648
92	-0.152305502278824
93	-0.151721317084572
