# 3:1 3:2 
0 -0.2636499 -0.22688916 
1 -0.2635598 -0.2268044 
2 -0.26346162 -0.2268146 
3 -0.26333985 -0.22679797 
4 -0.2630963 -0.22674003 
5 -0.26292464 -0.22665367 
6 -0.26294932 -0.22647503 
7 -0.262952 -0.2264305 
8 -0.26311883 -0.22652921 
9 -0.2630314 -0.22659466 
10 -0.26285705 -0.2265555 
11 -0.26258346 -0.22658822 
12 -0.26244292 -0.22673896 
13 -0.26262692 -0.2267926 
14 -0.26288226 -0.22669336 
15 -0.26287743 -0.2264466 
16 -0.26273474 -0.22658285 
17 -0.26267627 -0.22682586 
18 -0.26277497 -0.22691438 
19 -0.26266018 -0.22685108 
20 -0.26257274 -0.2268779 
21 -0.26278087 -0.22676042 
22 -0.2631537 -0.22657213 
23 -0.26321217 -0.22648254 
24 -0.26314673 -0.22660056 
25 -0.2631757 -0.2266145 
26 -0.26322022 -0.22669014 
27 -0.26309094 -0.22675452 
28 -0.26301262 -0.22675881 
29 -0.2631242 -0.2267159 
30 -0.26314297 -0.22665635 
31 -0.26304534 -0.226666 
32 -0.26310864 -0.22653136 
33 -0.2631081 -0.22661236 
34 -0.26294932 -0.22668585 
35 -0.26283023 -0.22664508 
36 -0.2628152 -0.22656086 
37 -0.26291338 -0.22656891 
38 -0.26306143 -0.22658822 
39 -0.26336023 -0.22666171 
40 -0.2631993 -0.22673306 
41 -0.2630035 -0.22667941 
42 -0.26310113 -0.22659358 
43 -0.26328138 -0.22645035 
44 -0.26310596 -0.22642943 
45 -0.26317033 -0.22652116 
46 -0.26337633 -0.22661182 
47 -0.2633216 -0.22676739 
48 -0.2632272 -0.2268044 
49 -0.26314136 -0.22685751 
50 -0.2631537 -0.22688112 
51 -0.2631258 -0.22679207 
52 -0.26308826 -0.22665796 
53 -0.26308933 -0.22666225 
54 -0.2631081 -0.2267792 
55 -0.2630845 -0.22682586 
56 -0.26306465 -0.22678885 
57 -0.26308665 -0.22685 
58 -0.26304588 -0.22688112 
59 -0.26301315 -0.22675505 
60 -0.26296863 -0.22673467 
61 -0.26282004 -0.22694924 
62 -0.2626548 -0.22718957 
63 -0.2627621 -0.22712788 
64 -0.2630212 -0.22696212 
65 -0.2630448 -0.22673842 
66 -0.2630405 -0.22662202 
67 -0.26292303 -0.22661826 
68 -0.2626634 -0.22670141 
69 -0.2625384 -0.2268103 
70 -0.26265857 -0.22687843 
71 -0.26279053 -0.22695193 
72 -0.26300457 -0.22694924 
73 -0.2629241 -0.22688809 
74 -0.26287583 -0.22675613 
75 -0.26287797 -0.22653297 
76 -0.2629418 -0.2264879 
77 -0.26289782 -0.22675881 
78 -0.26278034 -0.22699162 
79 -0.26289245 -0.22696105 
80 -0.26290962 -0.2268618 
81 -0.26294342 -0.2267749 
82 -0.26296327 -0.22687039 
83 -0.26284954 -0.2270576 
84 -0.26274547 -0.22707531 
85 -0.2627621 -0.22696695 
86 -0.26285705 -0.22713807 
87 -0.2628946 -0.22724375 
88 -0.26272294 -0.2272475 
89 -0.26238015 -0.22713056 
90 -0.2622911 -0.22712573 
91 -0.26263282 -0.2272164 
92 -0.2628297 -0.22726682 
93 -0.26274654 -0.22728774 
94 -0.2626489 -0.22734138 
95 -0.26264784 -0.22723195 
96 -0.26276585 -0.22725877 
97 -0.26275674 -0.22747228 
98 -0.2626532 -0.2274374 
99 -0.26267788 -0.22721854 
100 -0.26266447 -0.22712734 
101 -0.2625706 -0.22710696 
102 -0.2626988 -0.22692993 
103 -0.26296166 -0.22683391 
104 -0.26307967 -0.22675827 
105 -0.26321217 -0.2267985 
106 -0.26326528 -0.22687736 
107 -0.2631655 -0.22690848 
108 -0.2629815 -0.22686878 
109 -0.262687 -0.22684786 
110 -0.26248744 -0.22705331 
111 -0.2625797 -0.22723088 
112 -0.26256254 -0.22737464 
113 -0.2624794 -0.22745779 
114 -0.26236513 -0.22747603 
115 -0.2623206 -0.22757205 
116 -0.26249763 -0.2275565 
117 -0.26258722 -0.22750983 
118 -0.2627165 -0.22745618 
119 -0.26283506 -0.22733441 
120 -0.26289245 -0.22740254 
121 -0.26293 -0.22762248 
122 -0.26295736 -0.22756991 
123 -0.26301423 -0.227608 
124 -0.262989 -0.22766432 
125 -0.26299545 -0.2275329 
126 -0.26298097 -0.22733548 
127 -0.26282486 -0.22726145 
128 -0.26263282 -0.22722444 
129 -0.2626634 -0.22725931 
130 -0.26257274 -0.22723785 
131 -0.262444 -0.22715256 
132 -0.26245794 -0.2273784 
133 -0.26277444 -0.22742239 
134 -0.2629139 -0.22724804 
135 -0.2627519 -0.22714719 
136 -0.26253626 -0.2271547 
137 -0.26243326 -0.22717884 
138 -0.2623941 -0.22721049 
139 -0.26237586 -0.22721532 
140 -0.26268002 -0.22726414 
141 -0.26279965 -0.22727272 
142 -0.26279107 -0.22729847 
143 -0.2626548 -0.22733495 
144 -0.26263496 -0.2274122 
145 -0.26268324 -0.2275007 
146 -0.2627916 -0.22747657 
147 -0.26279 -0.22742131 
148 -0.26276478 -0.22722927 
149 -0.2627562 -0.22695515 
150 -0.26272455 -0.22677222 
151 -0.26275942 -0.22685966 
152 -0.2626119 -0.22706994 
153 -0.2624279 -0.22718045 
154 -0.26243326 -0.22713593 
155 -0.26247886 -0.22711983 
156 -0.26255986 -0.22711661 
157 -0.2626988 -0.22703186 
158 -0.26264247 -0.227056 
159 -0.26236352 -0.22719225 
160 -0.26235494 -0.22733656 
161 -0.2624885 -0.22735909 
162 -0.26234743 -0.22728613 
163 -0.26248422 -0.22725233 
164 -0.26287475 -0.2271901 
165 -0.26298365 -0.2271091 
166 -0.26302227 -0.2272121 
167 -0.26303193 -0.22737142 
168 -0.26312795 -0.22727594 
169 -0.26318964 -0.22728613 
170 -0.26312795 -0.22732851 
171 -0.26307163 -0.22734514 
172 -0.26300296 -0.22731403 
173 -0.26292464 -0.22727111 
174 -0.26288816 -0.2272797 
175 -0.2628533 -0.22727379 
176 -0.26281682 -0.22726628 
177 -0.2628179 -0.22735319 
178 -0.2628549 -0.22735158 
179 -0.26283666 -0.22727755 
180 -0.26282218 -0.22715685 
181 -0.26278517 -0.22705385 
182 -0.26279804 -0.22717133 
183 -0.26274922 -0.22719225 
184 -0.26268163 -0.22719976 
185 -0.26271167 -0.22729257 
186 -0.2627814 -0.22742239 
187 -0.2628517 -0.22733173 
188 -0.2628415 -0.22729793 
189 -0.26270738 -0.22740576 
190 -0.26264033 -0.22744223 
191 -0.2626092 -0.22739235 
192 -0.26253304 -0.22731832 
193 -0.26231846 -0.22737142 
194 -0.2622911 -0.22741488 
195 -0.26255664 -0.22737679 
196 -0.26277927 -0.22717991 
197 -0.2628549 -0.22706404 
198 -0.26282218 -0.2270737 
199 -0.26272455 -0.22706297 
200 -0.26260653 -0.22704151 
201 -0.26249442 -0.22720674 
202 -0.26253948 -0.22728667 
203 -0.26283023 -0.2271488 
204 -0.26292893 -0.22702971 
205 -0.262974 -0.22718796 
206 -0.2629107 -0.22738376 
207 -0.26286778 -0.22738215 
208 -0.26270363 -0.22735801 
209 -0.26261297 -0.22736606 
210 -0.26289997 -0.22729525 
211 -0.2631612 -0.22732422 
212 -0.26303837 -0.22731724 
213 -0.2628608 -0.2272003 
214 -0.262812 -0.22706833 
215 -0.262893 -0.22707853 
216 -0.26298848 -0.22701308 
217 -0.2629123 -0.2270796 
218 -0.26273367 -0.22710374 
219 -0.26268324 -0.22708604 
220 -0.26277444 -0.22705922 
221 -0.26277873 -0.22716168 
222 -0.2628254 -0.22731295 
223 -0.26285866 -0.22731939 
224 -0.2628785 -0.22727755 
225 -0.26290426 -0.22720245 
226 -0.26294878 -0.22730651 
